anio,trazabilidad,departamento,tipo,modalidad,contratos,valor,nombre_geojson
2020.0,Departamento único,Cundinamarca,Interventoría,Mínima cuantía,1,14410997.0,CUNDINAMARCA
2020.0,Departamento único,Cundinamarca,Obra,Contratación directa,17,12321436044.0,CUNDINAMARCA
2020.0,Departamento único,Cundinamarca,Obra,Licitación pública Obra Publica,2,26084927996.0,CUNDINAMARCA
2020.0,Departamento único,Cundinamarca,Obra,Mínima cuantía,4,253117426.0,CUNDINAMARCA
2020.0,Departamento único,Cundinamarca,Obra,Selección Abreviada de Menor Cuantía,2,408391125.0,CUNDINAMARCA
2020.0,Departamento único,Córdoba,Consultoría,Concurso de méritos abierto,5,7057232561.0,CORDOBA
2020.0,Departamento único,Córdoba,Interventoría,Concurso de méritos abierto,6,6612147585.9,CORDOBA
2020.0,Departamento único,Córdoba,Interventoría,Mínima cuantía,1,41245400.0,CORDOBA
2020.0,Departamento único,Córdoba,Obra,Contratación directa,16,15736927254.0,CORDOBA
2020.0,Departamento único,Córdoba,Obra,Licitación pública Obra Publica,2,53241677423.0,CORDOBA
2020.0,Departamento único,Córdoba,Obra,Mínima cuantía,4,132358173.0,CORDOBA
2020.0,Departamento único,Córdoba,Prestación de servicios,Mínima cuantía,1,890120.0,CORDOBA
2020.0,Departamento único,Córdoba,Suministros,Mínima cuantía,9,551274431.0,CORDOBA
2020.0,Departamento único,Guainía,Interventoría,Concurso de méritos abierto,1,88209644.0,GUAINIA
2020.0,Departamento único,Guainía,Obra,Contratación directa,1,458108771.0,GUAINIA
2020.0,Departamento único,Guaviare,Consultoría,Concurso de méritos abierto,1,1447182800.0,GUAVIARE
2020.0,Departamento único,Guaviare,Interventoría,Concurso de méritos abierto,3,719016671.0,GUAVIARE
2020.0,Departamento único,Guaviare,Obra,Contratación directa,2,1889577979.0,GUAVIARE
2020.0,Departamento único,Guaviare,Obra,Selección Abreviada de Menor Cuantía,2,1202147274.0,GUAVIARE
2020.0,Departamento único,Guaviare,Otro,Contratación directa,1,20000000000.0,GUAVIARE
2020.0,Departamento único,Guaviare,Suministros,Mínima cuantía,1,80654500.0,GUAVIARE
2020.0,Departamento único,Huila,Consultoría,Concurso de méritos abierto,3,9112073636.0,HUILA
2020.0,Departamento único,Huila,Interventoría,Concurso de méritos abierto,4,2057577836.0,HUILA
2020.0,Departamento único,Huila,Interventoría,Mínima cuantía,2,205522932.0,HUILA
2020.0,Departamento único,Huila,Obra,Contratación directa,10,9554458840.0,HUILA
2020.0,Departamento único,Huila,Obra,Licitación pública Obra Publica,1,51016085748.0,HUILA
2020.0,Departamento único,Huila,Obra,Mínima cuantía,2,104599824.0,HUILA
2020.0,Departamento único,Huila,Obra,Selección Abreviada de Menor Cuantía,3,1161984487.0,HUILA
2020.0,Departamento único,Huila,Otro,Contratación directa,3,10703993130.0,HUILA
2020.0,Departamento único,La Guajira,Consultoría,Concurso de méritos abierto,1,497854945.0,LA GUAJIRA
2020.0,Departamento único,La Guajira,Interventoría,Concurso de méritos abierto,3,941694122.0,LA GUAJIRA
2020.0,Departamento único,La Guajira,Interventoría,Mínima cuantía,1,64932000.0,LA GUAJIRA
2020.0,Departamento único,La Guajira,Obra,Contratación directa,4,4031857200.0,LA GUAJIRA
2020.0,Departamento único,Magdalena,Consultoría,Concurso de méritos abierto,2,5005245836.0,MAGDALENA
2020.0,Departamento único,Magdalena,Interventoría,Concurso de méritos abierto,5,11369334671.0,MAGDALENA
2020.0,Departamento único,Magdalena,Obra,Contratación directa,9,9448577265.0,MAGDALENA
2020.0,Departamento único,Magdalena,Obra,Licitación pública Obra Publica,1,52371730588.0,MAGDALENA
2020.0,Departamento único,Magdalena,Obra,Mínima cuantía,3,302067664.0,MAGDALENA
2020.0,Departamento único,Magdalena,Obra,Selección Abreviada de Menor Cuantía,3,945752812.0,MAGDALENA
2020.0,Departamento único,Magdalena,Prestación de servicios,Contratación directa,3,215095840.0,MAGDALENA
2020.0,Departamento único,Meta,Consultoría,Concurso de méritos abierto,1,3592764460.0,META
2020.0,Departamento único,Meta,Interventoría,Concurso de méritos abierto,8,4776895718.4,META
2020.0,Departamento único,Meta,Interventoría,Mínima cuantía,2,119975032.0,META
2020.0,Departamento único,Meta,Obra,Contratación directa,8,7090764674.0,META
2020.0,Departamento único,Meta,Obra,Licitación pública Obra Publica,5,4653654163.0,META
2020.0,Departamento único,Meta,Obra,Mínima cuantía,3,126451431.0,META
2020.0,Departamento único,Meta,Obra,Selección Abreviada de Menor Cuantía,4,1773626100.0,META
2020.0,Departamento único,Meta,Otro,Contratación directa,1,1960000000.0,META
2020.0,Departamento único,Meta,Prestación de servicios,Contratación directa,4,73716666.0,META
2020.0,Departamento único,Meta,Prestación de servicios,Mínima cuantía,1,11781000.0,META
2020.0,Departamento único,Meta,Suministros,Mínima cuantía,1,10971870.0,META
2020.0,Departamento único,Nariño,Consultoría,Concurso de méritos abierto,10,13749565284.0,NARIÑO
2020.0,Departamento único,Nariño,Interventoría,Concurso de méritos abierto,12,10135989739.0,NARIÑO
2020.0,Departamento único,Nariño,Interventoría,Mínima cuantía,2,72923956.0,NARIÑO
2020.0,Departamento único,Nariño,Obra,Contratación directa,17,23899693840.0,NARIÑO
2020.0,Departamento único,Nariño,Obra,Licitación pública Obra Publica,2,42813637066.0,NARIÑO
2020.0,Departamento único,Nariño,Obra,Selección Abreviada de Menor Cuantía,5,1594651742.0,NARIÑO
2020.0,Departamento único,Nariño,Otro,Contratación directa,1,710000000.0,NARIÑO
2020.0,Departamento único,Nariño,Suministros,Mínima cuantía,1,77534688.0,NARIÑO
2020.0,Departamento único,Norte de Santander,Consultoría,Concurso de méritos abierto,8,12104131792.0,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Interventoría,Concurso de méritos abierto,3,1626847839.57,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Interventoría,Mínima cuantía,1,33771605.0,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Obra,Contratación directa,12,19191411397.94,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Obra,Licitación pública Obra Publica,13,54159719902.68,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Obra,Mínima cuantía,3,110944310.0,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Obra,Selección Abreviada de Menor Cuantía,4,1643843882.0,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Otro,Contratación directa,2,78278404088.13,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Otro,Mínima cuantía,1,3863930.0,NORTE DE SANTANDER
2020.0,Departamento único,Norte de Santander,Prestación de servicios,Mínima cuantía,2,38660381.0,NORTE DE SANTANDER
2020.0,Departamento único,Putumayo,Consultoría,Concurso de méritos abierto,1,1706924100.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Interventoría,Concurso de méritos abierto,4,4307434565.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Interventoría,Mínima cuantía,1,35703370.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Obra,Contratación directa,3,3447504208.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Obra,Licitación pública Obra Publica,1,22620126559.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Obra,Mínima cuantía,3,108463974.0,PUTUMAYO
2020.0,Departamento único,Putumayo,Obra,Selección Abreviada de Menor Cuantía,2,442837714.0,PUTUMAYO
2020.0,Departamento único,Quindío,Consultoría,Concurso de méritos abierto,1,2195297070.0,QUINDIO
2020.0,Departamento único,Quindío,Interventoría,Concurso de méritos abierto,2,961530856.0,QUINDIO
2020.0,Departamento único,Quindío,Obra,Contratación directa,2,15159000000.0,QUINDIO
2020.0,Departamento único,Quindío,Obra,Licitación pública Obra Publica,1,2236053230.0,QUINDIO
2020.0,Departamento único,Quindío,Obra,Mínima cuantía,1,87000000.0,QUINDIO
2020.0,Departamento único,Quindío,Prestación de servicios,Contratación directa,4,306741334.0,QUINDIO
2020.0,Departamento único,Risaralda,Consultoría,Concurso de méritos abierto,5,7593574865.2,RISARALDA
2020.0,Departamento único,Risaralda,Consultoría,Mínima cuantía,2,133512411.0,RISARALDA
2020.0,Departamento único,Risaralda,Interventoría,Concurso de méritos abierto,4,4704916135.0,RISARALDA
2020.0,Departamento único,Risaralda,Obra,Contratación directa,3,2357652432.0,RISARALDA
2020.0,Departamento único,Risaralda,Obra,Licitación pública Obra Publica,10,6639737766.0,RISARALDA
2020.0,Departamento único,Risaralda,Obra,Mínima cuantía,3,155343160.0,RISARALDA
2020.0,Departamento único,Risaralda,Obra,Selección Abreviada de Menor Cuantía,2,447057575.0,RISARALDA
2020.0,Departamento único,Risaralda,Prestación de servicios,Contratación directa,1,8666666.0,RISARALDA
2020.0,Departamento único,Risaralda,Suministros,Mínima cuantía,7,490293505.0,RISARALDA
2020.0,Departamento único,San Andrés y Providencia,Interventoría,Concurso de méritos abierto,1,165115124.0,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA
2020.0,Departamento único,San Andrés y Providencia,Obra,Contratación directa,2,2479758702.34,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA
2020.0,Departamento único,San Andrés y Providencia,Otro,Contratación directa,3,61741083400.0,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA
2020.0,Departamento único,Santander,Consultoría,Mínima cuantía,1,49892809.0,SANTANDER
2020.0,Departamento único,Santander,Interventoría,Concurso de méritos abierto,4,2694545980.0,SANTANDER
2020.0,Departamento único,Santander,Obra,Contratación directa,27,22056064891.0,SANTANDER
2020.0,Departamento único,Santander,Obra,Licitación pública Obra Publica,1,1754859506.0,SANTANDER
2020.0,Departamento único,Santander,Obra,Mínima cuantía,1,62531797.0,SANTANDER
2020.0,Departamento único,Santander,Otro,Contratación directa,4,67181917016.0,SANTANDER
2020.0,Departamento único,Santander,Prestación de servicios,Contratación directa,2,44800000.0,SANTANDER
2020.0,Departamento único,Santander,Prestación de servicios,Mínima cuantía,1,6481992.0,SANTANDER
2020.0,Departamento único,Santander,Suministros,Mínima cuantía,2,144614345.0,SANTANDER
2020.0,Departamento único,Santander,Suministros,Selección Abreviada de Menor Cuantía,1,182885946.0,SANTANDER
2020.0,Departamento único,Sucre,Interventoría,Concurso de méritos abierto,5,7378481910.0,SUCRE
2020.0,Departamento único,Sucre,Interventoría,Mínima cuantía,2,59394240.0,SUCRE
2020.0,Departamento único,Sucre,Obra,Contratación directa,14,14474010907.48,SUCRE
2020.0,Departamento único,Sucre,Obra,Licitación pública Obra Publica,3,4797633886.55,SUCRE
2020.0,Departamento único,Sucre,Obra,Mínima cuantía,3,150706019.0,SUCRE
2020.0,Departamento único,Sucre,Obra,Selección Abreviada de Menor Cuantía,3,1465742890.0,SUCRE
2020.0,Departamento único,Sucre,Otro,Contratación directa,1,50740091128.0,SUCRE
2020.0,Departamento único,Sucre,Prestación de servicios,Mínima cuantía,1,1850000.0,SUCRE
2020.0,Departamento único,Sucre,Suministros,Mínima cuantía,1,1148826.0,SUCRE
2020.0,Departamento único,Tolima,Consultoría,Concurso de méritos abierto,2,4389169850.0,TOLIMA
2020.0,Departamento único,Tolima,Interventoría,Concurso de méritos abierto,4,2384572522.0,TOLIMA
2020.0,Departamento único,Tolima,Obra,Contratación directa,18,16881270717.0,TOLIMA
2020.0,Departamento único,Tolima,Obra,Licitación pública Obra Publica,1,1033873360.0,TOLIMA
2020.0,Departamento único,Tolima,Obra,Mínima cuantía,1,36880985.0,TOLIMA
2020.0,Departamento único,Tolima,Obra,Selección Abreviada de Menor Cuantía,1,124092537.0,TOLIMA
2020.0,Departamento único,Tolima,Otro,Contratación directa,2,70714039193.63,TOLIMA
2020.0,Departamento único,Valle del Cauca,Interventoría,Concurso de méritos abierto,8,5113368994.0,VALLE DEL CAUCA
2020.0,Departamento único,Valle del Cauca,Obra,Contratación directa,9,17611807244.0,VALLE DEL CAUCA
2020.0,Departamento único,Valle del Cauca,Obra,Licitación pública Obra Publica,5,234273604321.0,VALLE DEL CAUCA
2020.0,Departamento único,Valle del Cauca,Obra,Selección Abreviada de Menor Cuantía,4,1574608405.0,VALLE DEL CAUCA
2020.0,Departamento único,Vaupés,Interventoría,Concurso de méritos abierto,1,108477439.0,VAUPES
2020.0,Departamento único,Vaupés,Obra,Contratación directa,1,616359011.0,VAUPES
2020.0,Departamento único,Vichada,Interventoría,Mínima cuantía,1,35384769.0,VICHADA
2020.0,Departamento único,Vichada,Obra,Contratación directa,3,2278067508.0,VICHADA
2020.0,Departamento único,Vichada,Obra,Selección Abreviada de Menor Cuantía,1,450940133.0,VICHADA
2020.0,Multidepartamental,,Arrendamiento de inmuebles,Contratación directa,1,111425748.0,
2020.0,Multidepartamental,,Consultoría,Concurso de méritos abierto,9,18242881441.0,
2020.0,Multidepartamental,,Interventoría,Concurso de méritos abierto,36,136535477009.09,
2020.0,Multidepartamental,,Interventoría,Mínima cuantía,5,352347603.0,
2020.0,Multidepartamental,,Obra,Contratación directa,3,2851685853.0,
2020.0,Multidepartamental,,Obra,Licitación pública Obra Publica,20,1207091931767.9,
2020.0,Multidepartamental,,Obra,Mínima cuantía,4,312274135.0,
2020.0,Multidepartamental,,Obra,Selección Abreviada de Menor Cuantía,4,3398877686.0,
2020.0,Multidepartamental,,Otro,Contratación directa,8,111620902091.0,
2020.0,Multidepartamental,,Prestación de servicios,Mínima cuantía,1,31187995.0,
2020.0,Multidepartamental,,Suministros,Mínima cuantía,2,77541257.0,
2020.0,No territorializable,,Compraventa,Contratación directa,4,209418250.0,
2020.0,No territorializable,,Compraventa,Mínima cuantía,4,139722699.0,
2020.0,No territorializable,,Compraventa,Selección abreviada subasta inversa,9,6206649985.0,
2020.0,No territorializable,,Consultoría,Concurso de méritos abierto,14,29064234927.0,
2020.0,No territorializable,,Interventoría,Concurso de méritos abierto,20,42942136096.0,
2020.0,No territorializable,,Interventoría,Mínima cuantía,4,212248372.0,
2020.0,No territorializable,,Obra,Contratación directa,8,17667608819.0,
2020.0,No territorializable,,Obra,Licitación pública Obra Publica,23,353147633719.07,
2020.0,No territorializable,,Obra,Mínima cuantía,8,350842383.0,
2020.0,No territorializable,,Obra,Selección Abreviada de Menor Cuantía,16,6318063667.64,
2020.0,No territorializable,,Otro,Contratación directa,6,3596324000.0,
2020.0,No territorializable,,Prestación de servicios,Contratación directa,823,58804460309.81,
2020.0,No territorializable,,Prestación de servicios,Licitación pública,11,52184103117.4,
2020.0,No territorializable,,Prestación de servicios,Mínima cuantía,8,557318674.0,
2020.0,No territorializable,,Prestación de servicios,Selección abreviada subasta inversa,7,4877064960.0,
2020.0,No territorializable,,Seguros,Licitación pública,4,13710241557.0,
2020.0,No territorializable,,Seguros,Selección Abreviada de Menor Cuantía,1,177027732.0,
2020.0,No territorializable,,Suministros,Mínima cuantía,87,5957549808.42,
2020.0,No territorializable,,Suministros,Selección Abreviada de Menor Cuantía,25,9718585377.0,
2020.0,No territorializable,,Suministros,Selección abreviada subasta inversa,2,1724186950.0,
2021.0,Departamento único,Amazonas,Obra,Contratación directa,3,13800000000.0,AMAZONAS
2021.0,Departamento único,Amazonas,Prestación de servicios,Contratación directa,1,39750000.0,AMAZONAS
2021.0,Departamento único,Antioquia,Consultoría,Concurso de méritos abierto,3,5203038369.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Interventoría,Concurso de méritos abierto,14,62091882486.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Obra,Contratación directa,28,101022297840.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Obra,Licitación pública Obra Publica,3,916173160062.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Obra,Mínima cuantía,3,170138166.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Obra,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,1,973587221.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Obra,Selección Abreviada de Menor Cuantía,1,198835574.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Otro,Contratación directa,15,518370636344.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Otro,Selección Abreviada de Menor Cuantía,2,1157297100.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Prestación de servicios,Contratación directa,1,59322975.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Prestación de servicios,Mínima cuantía,2,166575751.0,ANTIOQUIA
2021.0,Departamento único,Antioquia,Suministros,Selección Abreviada de Menor Cuantía,1,278752354.5,ANTIOQUIA
2021.0,Departamento único,Arauca,Consultoría,Concurso de méritos abierto,1,2369883344.0,ARAUCA
2021.0,Departamento único,Arauca,Obra,Contratación directa,2,1680000000.0,ARAUCA
2021.0,Departamento único,Arauca,Obra,Licitación pública Obra Publica,1,4419999531.0,ARAUCA
2021.0,Departamento único,Arauca,Obra,Selección Abreviada de Menor Cuantía,1,340246770.0,ARAUCA
2021.0,Departamento único,Arauca,Otro,Contratación directa,5,92023168997.0,ARAUCA
2021.0,Departamento único,Atlántico,Interventoría,Concurso de méritos abierto,2,2443717518.0,ATLANTICO
2021.0,Departamento único,Atlántico,Obra,Contratación directa,17,49587580000.0,ATLANTICO
2021.0,Departamento único,Atlántico,Obra,Mínima cuantía,1,60989411.0,ATLANTICO
2021.0,Departamento único,Atlántico,Obra,Selección Abreviada de Menor Cuantía,2,293478977.0,ATLANTICO
2021.0,Departamento único,Atlántico,Otro,Contratación directa,2,105805000000.0,ATLANTICO
2021.0,Departamento único,Atlántico,Prestación de servicios,Mínima cuantía,2,12799000.0,ATLANTICO
2021.0,Departamento único,Atlántico,Suministros,Selección Abreviada de Menor Cuantía,1,899999999.0,ATLANTICO
2021.0,Departamento único,Bogotá D.C.,Interventoría,Concurso de méritos abierto,1,456165625.0,SANTAFE DE BOGOTA D.C
2021.0,Departamento único,Bogotá D.C.,Obra,Licitación pública Obra Publica,1,3312089595.0,SANTAFE DE BOGOTA D.C
2021.0,Departamento único,Bogotá D.C.,Obra,Mínima cuantía,1,79943278.0,SANTAFE DE BOGOTA D.C
2021.0,Departamento único,Bogotá D.C.,Prestación de servicios,Contratación directa,1,40950000.0,SANTAFE DE BOGOTA D.C
2021.0,Departamento único,Bogotá D.C.,Prestación de servicios,Selección Abreviada de Menor Cuantía,1,1333794331.0,SANTAFE DE BOGOTA D.C
2021.0,Departamento único,Bolívar,Consultoría,Concurso de méritos abierto,1,2733656133.0,BOLIVAR
2021.0,Departamento único,Bolívar,Interventoría,Concurso de méritos abierto,3,6222317378.0,BOLIVAR
2021.0,Departamento único,Bolívar,Interventoría,Mínima cuantía,1,83287000.0,BOLIVAR
2021.0,Departamento único,Bolívar,Obra,Contratación directa,8,88951889283.41,BOLIVAR
2021.0,Departamento único,Bolívar,Obra,Mínima cuantía,2,129338153.0,BOLIVAR
2021.0,Departamento único,Bolívar,Obra,Selección Abreviada de Menor Cuantía,4,1602801508.0,BOLIVAR
2021.0,Departamento único,Bolívar,Otro,Contratación directa,5,56961415801.0,BOLIVAR
2021.0,Departamento único,Bolívar,Prestación de servicios,Mínima cuantía,3,152147936.5,BOLIVAR
2021.0,Departamento único,Bolívar,Suministros,Mínima cuantía,1,82593024.0,BOLIVAR
2021.0,Departamento único,Boyacá,Interventoría,Concurso de méritos abierto,9,41816119064.56,BOYACA
2021.0,Departamento único,Boyacá,Interventoría,Mínima cuantía,6,305537406.6,BOYACA
2021.0,Departamento único,Boyacá,Obra,Contratación directa,34,32364605045.0,BOYACA
2021.0,Departamento único,Boyacá,Obra,Licitación pública Obra Publica,1,433891811014.0,BOYACA
2021.0,Departamento único,Boyacá,Obra,Mínima cuantía,1,11969216.0,BOYACA
2021.0,Departamento único,Boyacá,Obra,Selección Abreviada de Menor Cuantía,4,1867300675.0,BOYACA
2021.0,Departamento único,Boyacá,Otro,Contratación directa,6,23123000000.0,BOYACA
2021.0,Departamento único,Boyacá,Suministros,Selección Abreviada de Menor Cuantía,1,194829262.0,BOYACA
2021.0,Departamento único,Caldas,Interventoría,Concurso de méritos abierto,4,2029892395.0,CALDAS
2021.0,Departamento único,Caldas,Obra,Contratación directa,13,26783926231.0,CALDAS
2021.0,Departamento único,Caldas,Obra,Selección Abreviada de Menor Cuantía,2,680774454.0,CALDAS
2021.0,Departamento único,Caldas,Otro,Contratación directa,3,579514000000.0,CALDAS
2021.0,Departamento único,Caldas,Suministros,Mínima cuantía,1,16636200.0,CALDAS
2021.0,Departamento único,Caquetá,Interventoría,Concurso de méritos abierto,1,917706126.0,CAQUETA
2021.0,Departamento único,Caquetá,Interventoría,Mínima cuantía,1,25069940.0,CAQUETA
2021.0,Departamento único,Caquetá,Obra,Contratación directa,2,20070000000.0,CAQUETA
2021.0,Departamento único,Caquetá,Obra,Licitación pública Obra Publica,1,1793405760.0,CAQUETA
2021.0,Departamento único,Caquetá,Obra,Mínima cuantía,2,109639766.0,CAQUETA
2021.0,Departamento único,Caquetá,Obra,Selección Abreviada de Menor Cuantía,2,943850665.0,CAQUETA
2021.0,Departamento único,Caquetá,Otro,Contratación directa,1,2700000000.0,CAQUETA
2021.0,Departamento único,Caquetá,Suministros,Mínima cuantía,2,179915645.0,CAQUETA
2021.0,Departamento único,Casanare,Consultoría,Concurso de méritos abierto,5,12217627046.0,CASANARE
2021.0,Departamento único,Casanare,Interventoría,Concurso de méritos abierto,3,1246350412.0,CASANARE
2021.0,Departamento único,Casanare,Obra,Contratación directa,4,21168482548.0,CASANARE
2021.0,Departamento único,Casanare,Obra,Mínima cuantía,3,246925194.0,CASANARE
2021.0,Departamento único,Casanare,Obra,Selección Abreviada de Menor Cuantía,1,538982263.0,CASANARE
2021.0,Departamento único,Casanare,Prestación de servicios,Mínima cuantía,3,43513167.0,CASANARE
2021.0,Departamento único,Casanare,Suministros,Mínima cuantía,1,76612200.0,CASANARE
2021.0,Departamento único,Cauca,Consultoría,Concurso de méritos abierto,8,21830864739.0,CAUCA
2021.0,Departamento único,Cauca,Interventoría,Concurso de méritos abierto,5,6360450792.0,CAUCA
2021.0,Departamento único,Cauca,Obra,Contratación directa,4,4630000000.0,CAUCA
2021.0,Departamento único,Cauca,Obra,Licitación pública Obra Publica,2,7429859746.0,CAUCA
2021.0,Departamento único,Cauca,Obra,Mínima cuantía,1,54147515.0,CAUCA
2021.0,Departamento único,Cauca,Obra,Selección Abreviada de Menor Cuantía,1,284687677.0,CAUCA
2021.0,Departamento único,Cauca,Otro,Contratación directa,1,1800000000.0,CAUCA
2021.0,Departamento único,Cauca,Prestación de servicios,Contratación directa,2,60200000.0,CAUCA
2021.0,Departamento único,Cauca,Suministros,Selección abreviada subasta inversa,1,252132929.0,CAUCA
2021.0,Departamento único,Cesar,Consultoría,Concurso de méritos abierto,1,3053460410.0,CESAR
2021.0,Departamento único,Cesar,Interventoría,Concurso de méritos abierto,3,3599818980.0,CESAR
2021.0,Departamento único,Cesar,Obra,Contratación directa,6,42014428714.84,CESAR
2021.0,Departamento único,Cesar,Obra,Licitación pública Obra Publica,2,33057754187.0,CESAR
2021.0,Departamento único,Cesar,Obra,Mínima cuantía,3,239117513.0,CESAR
2021.0,Departamento único,Cesar,Obra,Selección Abreviada de Menor Cuantía,1,131891274.0,CESAR
2021.0,Departamento único,Cesar,Otro,Mínima cuantía,2,81617630.0,CESAR
2021.0,Departamento único,Cesar,Otro,Selección Abreviada de Menor Cuantía,1,89370213.0,CESAR
2021.0,Departamento único,Cesar,Prestación de servicios,Contratación directa,1,32300000.0,CESAR
2021.0,Departamento único,Cesar,Prestación de servicios,Mínima cuantía,1,10805200.0,CESAR
2021.0,Departamento único,Chocó,Interventoría,Concurso de méritos abierto,3,9316502947.0,CHOCO
2021.0,Departamento único,Chocó,Obra,Contratación directa,6,7487180000.0,CHOCO
2021.0,Departamento único,Chocó,Obra,Licitación pública Obra Publica,2,74186960739.0,CHOCO
2021.0,Departamento único,Chocó,Obra,Mínima cuantía,3,186556893.0,CHOCO
2021.0,Departamento único,Chocó,Otro,Contratación directa,2,11002166929.35,CHOCO
2021.0,Departamento único,Chocó,Prestación de servicios,Contratación directa,1,32300000.0,CHOCO
2021.0,Departamento único,Chocó,Suministros,Mínima cuantía,2,23034500.0,CHOCO
2021.0,Departamento único,Cundinamarca,Consultoría,Concurso de méritos abierto,3,5532852167.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Interventoría,Concurso de méritos abierto,4,4413299014.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Interventoría,Mínima cuantía,4,194214071.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Obra,Contratación directa,37,25184048239.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Obra,Licitación pública Obra Publica,4,36451178650.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Obra,Mínima cuantía,1,42855333.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Obra,Selección Abreviada de Menor Cuantía,4,1832095950.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Otro,Contratación directa,3,11956000000.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Prestación de servicios,Contratación directa,1,29000000.0,CUNDINAMARCA
2021.0,Departamento único,Cundinamarca,Suministros,Selección Abreviada de Menor Cuantía,1,146511492.0,CUNDINAMARCA
2021.0,Departamento único,Córdoba,Consultoría,Concurso de méritos abierto,1,1220546540.0,CORDOBA
2021.0,Departamento único,Córdoba,Interventoría,Concurso de méritos abierto,10,32392824855.0,CORDOBA
2021.0,Departamento único,Córdoba,Interventoría,Mínima cuantía,1,76075129.0,CORDOBA
2021.0,Departamento único,Córdoba,Obra,Contratación directa,10,117759100516.5,CORDOBA
2021.0,Departamento único,Córdoba,Obra,Licitación pública Obra Publica,1,6200800385.0,CORDOBA
2021.0,Departamento único,Córdoba,Obra,Mínima cuantía,1,40532428.0,CORDOBA
2021.0,Departamento único,Córdoba,Obra,Selección Abreviada de Menor Cuantía,2,888446911.0,CORDOBA
2021.0,Departamento único,Córdoba,Otro,Contratación directa,10,94373207732.0,CORDOBA
2021.0,Departamento único,Córdoba,Prestación de servicios,Contratación directa,1,32300000.0,CORDOBA
2021.0,Departamento único,Córdoba,Suministros,Mínima cuantía,2,90038975.0,CORDOBA
2021.0,Departamento único,Guaviare,Interventoría,Concurso de méritos abierto,2,22402437256.0,GUAVIARE
2021.0,Departamento único,Guaviare,Obra,Licitación pública Obra Publica,1,198000762600.0,GUAVIARE
2021.0,Departamento único,Huila,Consultoría,Concurso de méritos abierto,1,594687625.0,HUILA
2021.0,Departamento único,Huila,Consultoría,Mínima cuantía,1,67996600.0,HUILA
2021.0,Departamento único,Huila,Interventoría,Concurso de méritos abierto,4,2234136068.0,HUILA
2021.0,Departamento único,Huila,Interventoría,Mínima cuantía,2,57063095.04,HUILA
2021.0,Departamento único,Huila,Obra,Contratación directa,27,27782656000.0,HUILA
2021.0,Departamento único,Huila,Obra,Mínima cuantía,3,122518577.95,HUILA
2021.0,Departamento único,Huila,Obra,Selección Abreviada de Menor Cuantía,3,915604352.0,HUILA
2021.0,Departamento único,Huila,Otro,Contratación directa,4,69618844886.0,HUILA
2021.0,Departamento único,Huila,Prestación de servicios,Contratación directa,2,108108033.0,HUILA
2021.0,Departamento único,Huila,Suministros,Mínima cuantía,4,229810519.0,HUILA
2021.0,Departamento único,La Guajira,Consultoría,Concurso de méritos abierto,1,2156911856.0,LA GUAJIRA
2021.0,Departamento único,La Guajira,Interventoría,Concurso de méritos abierto,2,1504199884.0,LA GUAJIRA
2021.0,Departamento único,La Guajira,Obra,Contratación directa,5,40544807397.0,LA GUAJIRA
2021.0,Departamento único,La Guajira,Obra,Selección Abreviada de Menor Cuantía,1,115532470.0,LA GUAJIRA
