anio,trazabilidad,departamento,tipo,modalidad,contratos,valor,nombre_geojson
2022.0,Departamento único,Santander,Obra,Mínima cuantía,1,56307505.0,SANTANDER
2022.0,Departamento único,Santander,Obra,Selección Abreviada de Menor Cuantía,2,426127438.0,SANTANDER
2022.0,Departamento único,Santander,Otro,Contratación directa,3,3413750579.0,SANTANDER
2022.0,Departamento único,Santander,Prestación de servicios,Contratación directa,12,555503334.0,SANTANDER
2022.0,Departamento único,Santander,Prestación de servicios,Mínima cuantía,1,3533522.0,SANTANDER
2022.0,Departamento único,Sucre,Consultoría,Concurso de méritos abierto,2,4150678502.0,SUCRE
2022.0,Departamento único,Sucre,Interventoría,Concurso de méritos abierto,1,10985497258.0,SUCRE
2022.0,Departamento único,Sucre,Interventoría,Mínima cuantía,2,177644984.0,SUCRE
2022.0,Departamento único,Sucre,Obra,Licitación pública Obra Publica,1,841257339.0,SUCRE
2022.0,Departamento único,Sucre,Obra,Mínima cuantía,2,122960896.0,SUCRE
2022.0,Departamento único,Sucre,Otro,Contratación directa,1,1900000000.0,SUCRE
2022.0,Departamento único,Sucre,Prestación de servicios,Contratación directa,3,142988334.0,SUCRE
2022.0,Departamento único,Tolima,Interventoría,Concurso de méritos abierto,3,6472534777.0,TOLIMA
2022.0,Departamento único,Tolima,Interventoría,Mínima cuantía,2,121214941.0,TOLIMA
2022.0,Departamento único,Tolima,Obra,Licitación pública Obra Publica,1,1525024916.0,TOLIMA
2022.0,Departamento único,Tolima,Obra,Mínima cuantía,2,137628201.0,TOLIMA
2022.0,Departamento único,Tolima,Obra,Selección Abreviada de Menor Cuantía,2,1893587913.0,TOLIMA
2022.0,Departamento único,Tolima,Otro,Mínima cuantía,1,100000000.0,TOLIMA
2022.0,Departamento único,Tolima,Prestación de servicios,Contratación directa,8,436768333.0,TOLIMA
2022.0,Departamento único,Valle del Cauca,Interventoría,Concurso de méritos abierto,1,901833506.0,VALLE DEL CAUCA
2022.0,Departamento único,Valle del Cauca,Interventoría,Mínima cuantía,3,181320171.0,VALLE DEL CAUCA
2022.0,Departamento único,Valle del Cauca,Obra,Contratación directa,1,22502631986.0,VALLE DEL CAUCA
2022.0,Departamento único,Valle del Cauca,Otro,Contratación directa,3,7258204620.0,VALLE DEL CAUCA
2022.0,Departamento único,Valle del Cauca,Prestación de servicios,Contratación directa,2,146400000.0,VALLE DEL CAUCA
2022.0,Multidepartamental,,Consultoría,Concurso de méritos abierto,1,3500000000.0,
2022.0,Multidepartamental,,Interventoría,Concurso de méritos abierto,7,146538266476.0,
2022.0,Multidepartamental,,Interventoría,Mínima cuantía,5,358374722.0,
2022.0,Multidepartamental,,Obra,Licitación pública Obra Publica,13,1209596791864.0,
2022.0,Multidepartamental,,Obra,Selección Abreviada de Menor Cuantía,3,2565845815.96,
2022.0,Multidepartamental,,Otro,Contratación directa,2,6624899057.0,
2022.0,Multidepartamental,,Prestación de servicios,Contratación directa,3,73750000.0,
2022.0,No territorializable,,Compraventa,Mínima cuantía,1,99900000.0,
2022.0,No territorializable,,Compraventa,Selección abreviada subasta inversa,3,1626726064.0,
2022.0,No territorializable,,Consultoría,Concurso de méritos abierto,5,13455414648.0,
2022.0,No territorializable,,Decreto 092 de 2017,Contratación régimen especial,1,20000000.0,
2022.0,No territorializable,,Interventoría,Concurso de méritos abierto,4,6544660979.0,
2022.0,No territorializable,,Interventoría,Mínima cuantía,2,139878642.9,
2022.0,No territorializable,,Obra,Licitación pública Obra Publica,14,45199727741.0,
2022.0,No territorializable,,Obra,Mínima cuantía,7,602199598.44,
2022.0,No territorializable,,Obra,Selección Abreviada de Menor Cuantía,1,336238615.0,
2022.0,No territorializable,,Otro,Contratación directa,4,7755268200.0,
2022.0,No territorializable,,Otro,Mínima cuantía,5,438503398.0,
2022.0,No territorializable,,Otro,Selección abreviada subasta inversa,1,1370484000.0,
2022.0,No territorializable,,Prestación de servicios,Contratación directa,865,65075955422.78,
2022.0,No territorializable,,Prestación de servicios,Mínima cuantía,3,156647146.0,
2022.0,No territorializable,,Suministros,Mínima cuantía,6,409585166.0,
2022.0,No territorializable,,Suministros,Selección abreviada subasta inversa,6,3880496634.0,
2023.0,Departamento único,Amazonas,Consultoría,Concurso de méritos abierto,1,211467998.0,AMAZONAS
2023.0,Departamento único,Amazonas,Interventoría,Concurso de méritos abierto,1,524000000.0,AMAZONAS
2023.0,Departamento único,Amazonas,Obra,Licitación pública Obra Publica,1,4112931157.0,AMAZONAS
2023.0,Departamento único,Amazonas,Obra,Selección Abreviada de Menor Cuantía,1,1121723630.0,AMAZONAS
2023.0,Departamento único,Antioquia,Consultoría,Concurso de méritos abierto,4,1764664675.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Interventoría,Concurso de méritos abierto,3,3541397798.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Interventoría,Mínima cuantía,16,1314201425.45,ANTIOQUIA
2023.0,Departamento único,Antioquia,Obra,Licitación pública Obra Publica,3,68820779769.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Obra,Mínima cuantía,2,159132773.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Obra,Selección Abreviada de Menor Cuantía,3,2425300710.93,ANTIOQUIA
2023.0,Departamento único,Antioquia,Otro,Contratación directa,36,41308332279.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Prestación de servicios,Contratación directa,16,535386500.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Prestación de servicios,Licitación pública,4,1809665636.0,ANTIOQUIA
2023.0,Departamento único,Antioquia,Prestación de servicios,Mínima cuantía,3,226734654.0,ANTIOQUIA
2023.0,Departamento único,Arauca,Consultoría,Concurso de méritos abierto,1,133974960.0,ARAUCA
2023.0,Departamento único,Arauca,Interventoría,Concurso de méritos abierto,1,2174611282.0,ARAUCA
2023.0,Departamento único,Arauca,Interventoría,Mínima cuantía,5,509980805.0,ARAUCA
2023.0,Departamento único,Arauca,Obra,Selección Abreviada de Menor Cuantía,1,564984974.0,ARAUCA
2023.0,Departamento único,Arauca,Otro,Contratación directa,10,1960150016.0,ARAUCA
2023.0,Departamento único,Atlántico,Consultoría,Concurso de méritos abierto,1,569813309.0,ATLANTICO
2023.0,Departamento único,Atlántico,Interventoría,Concurso de méritos abierto,1,1529977628.0,ATLANTICO
2023.0,Departamento único,Atlántico,Interventoría,Mínima cuantía,4,431738324.0,ATLANTICO
2023.0,Departamento único,Atlántico,Obra,Mínima cuantía,3,295416574.0,ATLANTICO
2023.0,Departamento único,Atlántico,Obra,Selección Abreviada de Menor Cuantía,1,364785000.0,ATLANTICO
2023.0,Departamento único,Atlántico,Otro,Contratación directa,14,26596706679.0,ATLANTICO
2023.0,Departamento único,Atlántico,Prestación de servicios,Contratación directa,13,315850000.0,ATLANTICO
2023.0,Departamento único,Atlántico,Prestación de servicios,Mínima cuantía,5,219621052.0,ATLANTICO
2023.0,Departamento único,Atlántico,Prestación de servicios,Selección Abreviada de Menor Cuantía,1,242313855.0,ATLANTICO
2023.0,Departamento único,Atlántico,Suministros,Mínima cuantía,1,84655250.0,ATLANTICO
2023.0,Departamento único,Bolívar,Consultoría,Concurso de méritos abierto,2,1128988046.0,BOLIVAR
2023.0,Departamento único,Bolívar,Consultoría,Mínima cuantía,2,163392950.0,BOLIVAR
2023.0,Departamento único,Bolívar,Interventoría,Concurso de méritos abierto,1,1149999999.0,BOLIVAR
2023.0,Departamento único,Bolívar,Interventoría,Mínima cuantía,6,814812633.3,BOLIVAR
2023.0,Departamento único,Bolívar,Obra,Licitación pública Obra Publica,1,9434982052.0,BOLIVAR
2023.0,Departamento único,Bolívar,Obra,Mínima cuantía,4,342116678.0,BOLIVAR
2023.0,Departamento único,Bolívar,Obra,Selección Abreviada de Menor Cuantía,2,379287201.0,BOLIVAR
2023.0,Departamento único,Bolívar,Otro,Contratación directa,34,6779638605.0,BOLIVAR
2023.0,Departamento único,Bolívar,Prestación de servicios,Contratación directa,22,464058290.0,BOLIVAR
2023.0,Departamento único,Bolívar,Prestación de servicios,Mínima cuantía,1,40000000.0,BOLIVAR
2023.0,Departamento único,Bolívar,Prestación de servicios,Selección Abreviada de Menor Cuantía,1,352007017.36,BOLIVAR
2023.0,Departamento único,Boyacá,Consultoría,Concurso de méritos abierto,4,2283543760.0,BOYACA
2023.0,Departamento único,Boyacá,Interventoría,Concurso de méritos abierto,3,1562751386.0,BOYACA
2023.0,Departamento único,Boyacá,Interventoría,Mínima cuantía,23,2766835189.05,BOYACA
2023.0,Departamento único,Boyacá,Obra,Licitación pública Obra Publica,4,2428105154.0,BOYACA
2023.0,Departamento único,Boyacá,Obra,Mínima cuantía,1,115999396.0,BOYACA
2023.0,Departamento único,Boyacá,Obra,Selección Abreviada de Menor Cuantía,2,1053303000.0,BOYACA
2023.0,Departamento único,Boyacá,Otro,Contratación directa,48,18551670142.0,BOYACA
2023.0,Departamento único,Boyacá,Otro,Mínima cuantía,5,381181311.65,BOYACA
2023.0,Departamento único,Boyacá,Prestación de servicios,Contratación directa,18,574540000.0,BOYACA
2023.0,Departamento único,Boyacá,Prestación de servicios,Licitación pública,12,3149156400.0,BOYACA
2023.0,Departamento único,Caldas,Arrendamiento de inmuebles,Contratación directa,3,45248339.0,CALDAS
2023.0,Departamento único,Caldas,Consultoría,Concurso de méritos abierto,1,578674514.0,CALDAS
2023.0,Departamento único,Caldas,Interventoría,Concurso de méritos abierto,2,1013741564.0,CALDAS
2023.0,Departamento único,Caldas,Interventoría,Mínima cuantía,10,1166023218.0,CALDAS
2023.0,Departamento único,Caldas,Obra,Licitación pública Obra Publica,1,3274687304.0,CALDAS
2023.0,Departamento único,Caldas,Obra,Mínima cuantía,5,465673001.0,CALDAS
2023.0,Departamento único,Caldas,Obra,Selección Abreviada de Menor Cuantía,4,3391270747.0,CALDAS
2023.0,Departamento único,Caldas,Otro,Contratación directa,17,3408114509.0,CALDAS
2023.0,Departamento único,Caldas,Prestación de servicios,Contratación directa,10,246950000.0,CALDAS
2023.0,Departamento único,Caldas,Prestación de servicios,Mínima cuantía,1,28610218.0,CALDAS
2023.0,Departamento único,Caquetá,Consultoría,Concurso de méritos abierto,5,1795259965.0,CAQUETA
2023.0,Departamento único,Caquetá,Interventoría,Concurso de méritos abierto,1,2039980112.0,CAQUETA
2023.0,Departamento único,Caquetá,Interventoría,Mínima cuantía,10,971058778.0,CAQUETA
2023.0,Departamento único,Caquetá,Obra,Licitación pública Obra Publica,1,24414748647.0,CAQUETA
2023.0,Departamento único,Caquetá,Obra,Mínima cuantía,4,381427668.0,CAQUETA
2023.0,Departamento único,Caquetá,Obra,Selección Abreviada de Menor Cuantía,3,1921756629.0,CAQUETA
2023.0,Departamento único,Caquetá,Otro,Contratación directa,17,3376229099.0,CAQUETA
2023.0,Departamento único,Caquetá,Prestación de servicios,Contratación directa,12,314010000.0,CAQUETA
2023.0,Departamento único,Caquetá,Prestación de servicios,Licitación pública,2,733118679.0,CAQUETA
2023.0,Departamento único,Caquetá,Prestación de servicios,Mínima cuantía,2,29648216.0,CAQUETA
2023.0,Departamento único,Caquetá,Suministros,Mínima cuantía,1,109937436.0,CAQUETA
2023.0,Departamento único,Casanare,Consultoría,Concurso de méritos abierto,4,2293040541.0,CASANARE
2023.0,Departamento único,Casanare,Interventoría,Mínima cuantía,6,529566515.0,CASANARE
2023.0,Departamento único,Casanare,Obra,Mínima cuantía,2,124801501.0,CASANARE
2023.0,Departamento único,Casanare,Obra,Selección Abreviada de Menor Cuantía,2,485986980.0,CASANARE
2023.0,Departamento único,Casanare,Otro,Contratación directa,8,1428699840.0,CASANARE
2023.0,Departamento único,Casanare,Prestación de servicios,Contratación directa,15,468380000.0,CASANARE
2023.0,Departamento único,Casanare,Prestación de servicios,Licitación pública,4,1055333746.0,CASANARE
2023.0,Departamento único,Casanare,Prestación de servicios,Mínima cuantía,4,212090622.0,CASANARE
2023.0,Departamento único,Cauca,Consultoría,Concurso de méritos abierto,8,4571315139.0,CAUCA
2023.0,Departamento único,Cauca,Interventoría,Concurso de méritos abierto,2,2194117966.0,CAUCA
2023.0,Departamento único,Cauca,Interventoría,Mínima cuantía,21,2276912856.86,CAUCA
2023.0,Departamento único,Cauca,Obra,Contratación directa,1,89039638800.0,CAUCA
2023.0,Departamento único,Cauca,Obra,Licitación pública Obra Publica,5,25165751791.0,CAUCA
2023.0,Departamento único,Cauca,Obra,Mínima cuantía,6,517368552.0,CAUCA
2023.0,Departamento único,Cauca,Obra,Selección Abreviada de Menor Cuantía,3,2546416315.0,CAUCA
2023.0,Departamento único,Cauca,Otro,Contratación directa,57,20560034468.0,CAUCA
2023.0,Departamento único,Cauca,Prestación de servicios,Contratación directa,22,516617500.0,CAUCA
2023.0,Departamento único,Cauca,Prestación de servicios,Licitación pública,19,3454453469.0,CAUCA
2023.0,Departamento único,Cauca,Prestación de servicios,Mínima cuantía,1,23572135.0,CAUCA
2023.0,Departamento único,Cauca,Prestación de servicios,Selección Abreviada de Menor Cuantía,1,384554624.0,CAUCA
2023.0,Departamento único,Cauca,Suministros,Mínima cuantía,1,11866850.0,CAUCA
2023.0,Departamento único,Cesar,Consultoría,Concurso de méritos abierto,1,727717789.0,CESAR
2023.0,Departamento único,Cesar,Interventoría,Concurso de méritos abierto,2,2785988708.0,CESAR
2023.0,Departamento único,Cesar,Interventoría,Mínima cuantía,7,637763493.8,CESAR
2023.0,Departamento único,Cesar,Obra,Mínima cuantía,4,275519551.0,CESAR
2023.0,Departamento único,Cesar,Obra,Selección Abreviada de Menor Cuantía,6,4046513955.0,CESAR
2023.0,Departamento único,Cesar,Otro,Contratación directa,17,30071512208.0,CESAR
2023.0,Departamento único,Cesar,Prestación de servicios,Contratación directa,15,395335000.0,CESAR
2023.0,Departamento único,Cesar,Prestación de servicios,Licitación pública,9,1998844531.0,CESAR
2023.0,Departamento único,Cesar,Prestación de servicios,Mínima cuantía,2,38748943.0,CESAR
2023.0,Departamento único,Chocó,Consultoría,Concurso de méritos abierto,7,2570456382.48,CHOCO
2023.0,Departamento único,Chocó,Consultoría,Mínima cuantía,3,273009303.48,CHOCO
2023.0,Departamento único,Chocó,Interventoría,Concurso de méritos abierto,2,739777464.0,CHOCO
2023.0,Departamento único,Chocó,Interventoría,Mínima cuantía,10,754647731.71,CHOCO
2023.0,Departamento único,Chocó,Obra,Licitación pública Obra Publica,3,4506243244.0,CHOCO
2023.0,Departamento único,Chocó,Obra,Mínima cuantía,4,335258386.43,CHOCO
2023.0,Departamento único,Chocó,Obra,Selección Abreviada de Menor Cuantía,4,1773378734.0,CHOCO
2023.0,Departamento único,Chocó,Otro,Contratación directa,14,2805775098.0,CHOCO
2023.0,Departamento único,Chocó,Prestación de servicios,Contratación directa,16,288910000.0,CHOCO
2023.0,Departamento único,Chocó,Prestación de servicios,Licitación pública,7,1689125517.11,CHOCO
2023.0,Departamento único,Chocó,Prestación de servicios,Mínima cuantía,1,26628084.39,CHOCO
2023.0,Departamento único,Chocó,Suministros,Mínima cuantía,1,100000000.0,CHOCO
2023.0,Departamento único,Cundinamarca,Consultoría,Concurso de méritos abierto,2,932097277.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Interventoría,Concurso de méritos abierto,6,5676349068.78,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Interventoría,Mínima cuantía,20,1497836555.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Obra,Licitación pública Obra Publica,2,25322918606.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Obra,Mínima cuantía,1,115999999.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Obra,Selección Abreviada de Menor Cuantía,2,1695852388.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Otro,Contratación directa,46,58448597610.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Otro,Mínima cuantía,3,281757520.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Prestación de servicios,Contratación directa,19,542766000.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Prestación de servicios,Mínima cuantía,1,40000000.0,CUNDINAMARCA
2023.0,Departamento único,Cundinamarca,Prestación de servicios,Selección Abreviada de Menor Cuantía,3,591124669.0,CUNDINAMARCA
2023.0,Departamento único,Córdoba,Consultoría,Concurso de méritos abierto,2,1136922534.0,CORDOBA
2023.0,Departamento único,Córdoba,Consultoría,Mínima cuantía,1,102650531.0,CORDOBA
2023.0,Departamento único,Córdoba,Interventoría,Concurso de méritos abierto,4,4649054644.0,CORDOBA
2023.0,Departamento único,Córdoba,Interventoría,Mínima cuantía,3,171955858.0,CORDOBA
2023.0,Departamento único,Córdoba,Obra,Licitación pública Obra Publica,1,20349794274.0,CORDOBA
2023.0,Departamento único,Córdoba,Obra,Mínima cuantía,1,99998189.0,CORDOBA
2023.0,Departamento único,Córdoba,Obra,Selección Abreviada de Menor Cuantía,2,792106642.0,CORDOBA
2023.0,Departamento único,Córdoba,Otro,Contratación directa,34,40446646577.0,CORDOBA
2023.0,Departamento único,Córdoba,Prestación de servicios,Contratación directa,12,314740000.0,CORDOBA
2023.0,Departamento único,Córdoba,Prestación de servicios,Licitación pública,2,504152996.39,CORDOBA
2023.0,Departamento único,Córdoba,Prestación de servicios,Mínima cuantía,3,38786597.0,CORDOBA
2023.0,Departamento único,Córdoba,Suministros,Mínima cuantía,4,282683147.0,CORDOBA
2023.0,Departamento único,Guainía,Consultoría,Concurso de méritos abierto,1,133974960.0,GUAINIA
2023.0,Departamento único,Guainía,Consultoría,Mínima cuantía,1,97548336.0,GUAINIA
2023.0,Departamento único,Guainía,Obra,Selección Abreviada de Menor Cuantía,1,634218749.0,GUAINIA
2023.0,Departamento único,Guaviare,Consultoría,Concurso de méritos abierto,2,565964547.0,GUAVIARE
2023.0,Departamento único,Guaviare,Interventoría,Concurso de méritos abierto,2,806791687.38,GUAVIARE
2023.0,Departamento único,Guaviare,Interventoría,Mínima cuantía,1,106587371.8,GUAVIARE
2023.0,Departamento único,Guaviare,Obra,Licitación pública Obra Publica,1,1810838502.0,GUAVIARE
2023.0,Departamento único,Guaviare,Obra,Mínima cuantía,1,99872240.88,GUAVIARE
2023.0,Departamento único,Guaviare,Obra,Selección Abreviada de Menor Cuantía,1,469798621.0,GUAVIARE
2023.0,Departamento único,Guaviare,Otro,Contratación directa,9,1869367833.0,GUAVIARE
2023.0,Departamento único,Huila,Consultoría,Concurso de méritos abierto,1,738934657.0,HUILA
2023.0,Departamento único,Huila,Interventoría,Concurso de méritos abierto,2,643909309.0,HUILA
2023.0,Departamento único,Huila,Interventoría,Mínima cuantía,11,953346874.0,HUILA
2023.0,Departamento único,Huila,Obra,Licitación pública Obra Publica,1,3428959125.0,HUILA
2023.0,Departamento único,Huila,Obra,Selección Abreviada de Menor Cuantía,2,771003272.0,HUILA
2023.0,Departamento único,Huila,Otro,Contratación directa,36,6818054259.0,HUILA
2023.0,Departamento único,Huila,Prestación de servicios,Contratación directa,18,582667666.0,HUILA
2023.0,Departamento único,Huila,Prestación de servicios,Licitación pública,7,1682730341.0,HUILA
2023.0,Departamento único,Huila,Prestación de servicios,Mínima cuantía,1,32000000.0,HUILA
2023.0,Departamento único,La Guajira,Consultoría,Concurso de méritos abierto,1,573274840.0,LA GUAJIRA
2023.0,Departamento único,La Guajira,Interventoría,Concurso de méritos abierto,2,3021620918.64,LA GUAJIRA
2023.0,Departamento único,La Guajira,Interventoría,Mínima cuantía,2,213548138.0,LA GUAJIRA
2023.0,Departamento único,La Guajira,Obra,Mínima cuantía,2,182415901.0,LA GUAJIRA
2023.0,Departamento único,La Guajira,Obra,Selección Abreviada de Menor Cuantía,2,1332243698.1,LA GUAJIRA
2023.0,Departamento único,La Guajira,Otro,Contratación directa,28,47257561084.64,LA GUAJIRA
2023.0,Departamento único,La Guajira,Otro,Mínima cuantía,13,1229841496.05,LA GUAJIRA
2023.0,Departamento único,La Guajira,Prestación de servicios,Contratación directa,14,401025000.0,LA GUAJIRA
2023.0,Departamento único,La Guajira,Prestación de servicios,Selección Abreviada de Menor Cuantía,4,779879846.0,LA GUAJIRA
2023.0,Departamento único,Magdalena,Consultoría,Concurso de méritos abierto,2,1141235931.0,MAGDALENA
2023.0,Departamento único,Magdalena,Interventoría,Concurso de méritos abierto,1,1600000000.0,MAGDALENA
2023.0,Departamento único,Magdalena,Interventoría,Mínima cuantía,16,1604303039.0,MAGDALENA
2023.0,Departamento único,Magdalena,Obra,Mínima cuantía,1,99831721.0,MAGDALENA
2023.0,Departamento único,Magdalena,Obra,Selección Abreviada de Menor Cuantía,3,1098761573.0,MAGDALENA
2023.0,Departamento único,Magdalena,Otro,Contratación directa,29,39745747844.0,MAGDALENA
2023.0,Departamento único,Magdalena,Otro,Mínima cuantía,1,59524293.0,MAGDALENA
2023.0,Departamento único,Magdalena,Prestación de servicios,Contratación directa,17,544207670.5,MAGDALENA
2023.0,Departamento único,Magdalena,Prestación de servicios,Mínima cuantía,1,30243898.0,MAGDALENA
2023.0,Departamento único,Magdalena,Prestación de servicios,Selección Abreviada de Menor Cuantía,4,759777648.0,MAGDALENA
2023.0,Departamento único,Magdalena,Suministros,Mínima cuantía,1,114740413.0,MAGDALENA
2023.0,Departamento único,Meta,Consultoría,Concurso de méritos abierto,3,822955936.0,META
2023.0,Departamento único,Meta,Interventoría,Concurso de méritos abierto,1,1500000000.0,META
2023.0,Departamento único,Meta,Interventoría,Mínima cuantía,13,1161275206.73,META
2023.0,Departamento único,Meta,Obra,Licitación pública Obra Publica,1,1566316470.0,META
2023.0,Departamento único,Meta,Obra,Mínima cuantía,2,84765435.84,META
2023.0,Departamento único,Meta,Obra,Selección Abreviada de Menor Cuantía,4,1802813517.0,META
2023.0,Departamento único,Meta,Otro,Contratación directa,23,5493837877.0,META
2023.0,Departamento único,Meta,Prestación de servicios,Contratación directa,17,590250000.0,META
2023.0,Departamento único,Meta,Prestación de servicios,Licitación pública,4,1286449754.0,META
2023.0,Departamento único,Meta,Prestación de servicios,Mínima cuantía,1,18522112.0,META
2023.0,Departamento único,Nariño,Consultoría,Concurso de méritos abierto,2,4396754707.0,NARIÑO
2023.0,Departamento único,Nariño,Consultoría,Mínima cuantía,1,82237563.0,NARIÑO
2023.0,Departamento único,Nariño,Interventoría,Concurso de méritos abierto,5,3536661194.0,NARIÑO
2023.0,Departamento único,Nariño,Interventoría,Mínima cuantía,15,1042533134.09,NARIÑO
2023.0,Departamento único,Nariño,Obra,Licitación pública Obra Publica,2,20755529951.0,NARIÑO
2023.0,Departamento único,Nariño,Obra,Mínima cuantía,4,335166367.0,NARIÑO
2023.0,Departamento único,Nariño,Obra,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,1,17652672416.0,NARIÑO
2023.0,Departamento único,Nariño,Obra,Selección Abreviada de Menor Cuantía,2,1236933230.0,NARIÑO
2023.0,Departamento único,Nariño,Otro,Contratación directa,53,48131121334.0,NARIÑO
2023.0,Departamento único,Nariño,Prestación de servicios,Contratación directa,19,528352500.0,NARIÑO
2023.0,Departamento único,Nariño,Prestación de servicios,Licitación pública,18,4910985714.0,NARIÑO
2023.0,Departamento único,Nariño,Prestación de servicios,Mínima cuantía,1,53188179.0,NARIÑO
2023.0,Departamento único,Norte de Santander,Interventoría,Concurso de méritos abierto,2,934425972.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Interventoría,Mínima cuantía,22,1458343127.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Obra,Contratación directa,1,16699814457.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Obra,Mínima cuantía,12,998572021.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Obra,Selección Abreviada de Menor Cuantía,7,4639139531.059999,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Otro,Contratación directa,34,8891616424.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Prestación de servicios,Contratación directa,16,396250000.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Prestación de servicios,Licitación pública,11,2767105311.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Prestación de servicios,Mínima cuantía,3,46163096.0,NORTE DE SANTANDER
2023.0,Departamento único,Norte de Santander,Suministros,Mínima cuantía,4,312943656.0,NORTE DE SANTANDER
2023.0,Departamento único,Putumayo,Consultoría,Concurso de méritos abierto,1,211457288.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Consultoría,Mínima cuantía,1,68740000.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Interventoría,Mínima cuantía,7,414398758.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Obra,Mínima cuantía,2,133408782.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Obra,Selección Abreviada de Menor Cuantía,5,2755314158.02,PUTUMAYO
2023.0,Departamento único,Putumayo,Otro,Contratación directa,9,1803968119.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Prestación de servicios,Contratación directa,13,355583550.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Prestación de servicios,Licitación pública,4,812577722.0,PUTUMAYO
2023.0,Departamento único,Putumayo,Prestación de servicios,Mínima cuantía,1,20168067.0,PUTUMAYO
2023.0,Departamento único,Quindío,Consultoría,Concurso de méritos abierto,1,563755308.0,QUINDIO
2023.0,Departamento único,Quindío,Interventoría,Concurso de méritos abierto,1,199999999.0,QUINDIO
2023.0,Departamento único,Quindío,Interventoría,Mínima cuantía,1,105642547.0,QUINDIO
2023.0,Departamento único,Quindío,Obra,Mínima cuantía,1,71745200.0,QUINDIO
2023.0,Departamento único,Quindío,Obra,Selección Abreviada de Menor Cuantía,1,212087357.0,QUINDIO
2023.0,Departamento único,Quindío,Otro,Contratación directa,3,601200615.0,QUINDIO
2023.0,Departamento único,Quindío,Prestación de servicios,Contratación directa,13,391175000.0,QUINDIO
2023.0,Departamento único,Quindío,Prestación de servicios,Mínima cuantía,2,15438303.0,QUINDIO
2023.0,Departamento único,Quindío,Prestación de servicios,Selección Abreviada de Menor Cuantía,2,627552460.0,QUINDIO
2023.0,Departamento único,Risaralda,Consultoría,Concurso de méritos abierto,2,1002714383.0,RISARALDA
2023.0,Departamento único,Risaralda,Interventoría,Concurso de méritos abierto,2,736600647.0,RISARALDA
2023.0,Departamento único,Risaralda,Interventoría,Mínima cuantía,1,115978991.6,RISARALDA
2023.0,Departamento único,Risaralda,Obra,Mínima cuantía,2,188865720.0,RISARALDA
2023.0,Departamento único,Risaralda,Obra,Selección Abreviada de Menor Cuantía,3,904717416.0,RISARALDA
2023.0,Departamento único,Risaralda,Otro,Contratación directa,1,199117422.0,RISARALDA
2023.0,Departamento único,Risaralda,Prestación de servicios,Contratación directa,13,317704000.0,RISARALDA
2023.0,Departamento único,Risaralda,Prestación de servicios,Licitación pública,7,1527453306.0,RISARALDA
2023.0,Departamento único,Risaralda,Prestación de servicios,Mínima cuantía,1,25599756.0,RISARALDA
2023.0,Departamento único,Risaralda,Suministros,Mínima cuantía,1,92805813.0,RISARALDA
2023.0,Departamento único,San Andrés y Providencia,Consultoría,Concurso de méritos abierto,1,430708861.0,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA
2023.0,Departamento único,Santander,Consultoría,Concurso de méritos abierto,1,151507504.0,SANTANDER
2023.0,Departamento único,Santander,Interventoría,Concurso de méritos abierto,1,299960016.0,SANTANDER
2023.0,Departamento único,Santander,Interventoría,Mínima cuantía,8,577898852.0,SANTANDER
2023.0,Departamento único,Santander,Obra,Licitación pública,1,188653227.0,SANTANDER
2023.0,Departamento único,Santander,Obra,Licitación pública Obra Publica,1,16042159187.0,SANTANDER
2023.0,Departamento único,Santander,Obra,Mínima cuantía,3,248631858.0,SANTANDER
